PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Sex_Encoded,Embarked_C,Embarked_Q,Embarked_S,Age_Normalized,Fare_Normalized,SibSp_Normalized,Parch_Normalized
104,0,3,33.0,0.0,0,8.6542,1,0,0,1,0.5865384615384616,0.13185463720244261,0.0,
105,0,3,37.0,2.0,0,7.925,1,0,0,1,0.6634615384615384,0.12074460953402484,0.8,
106,0,3,28.0,0.0,0,7.8958,1,0,0,1,0.49038461538461536,0.12029972087807614,0.0,
107,1,3,21.0,0.0,0,7.65,0,0,0,1,0.3557692307692308,0.116554733493412,0.0,
108,1,3,28.0,0.0,0,7.775,1,0,0,1,0.49038461538461536,0.11845922260278148,0.0,
109,0,3,38.0,0.0,0,7.8958,1,0,0,1,0.6826923076923077,0.12029972087807614,0.0,
110,1,3,28.0,1.0,0,24.15,0,0,1,0,0.49038461538461536,0.36794729593018294,0.4,
111,0,1,47.0,0.0,0,52.0,1,0,0,1,0.8557692307692307,0.7922674694977024,0.0,
112,0,3,14.5,1.0,0,14.4542,0,1,0,0,0.23076923076923078,0.22022293187718636,0.4,
113,0,3,22.0,0.0,0,8.05,1,0,0,1,0.375,0.12264909864339434,0.0,
114,0,3,20.0,1.0,0,9.825,0,0,0,1,0.33653846153846156,0.1496928439964409,0.4,
115,0,3,17.0,0.0,0,14.4583,0,1,0,0,0.27884615384615385,0.22028539911997366,0.0,
116,0,3,21.0,0.0,0,7.925,1,0,0,1,0.3557692307692308,0.12074460953402484,0.0,
117,0,3,54.5,0.0,0,7.75,1,0,1,0,1.0,0.11807832478090757,0.0,
118,0,2,29.0,1.0,0,21.0,1,0,0,1,0.5096153846153846,0.31995417037407214,0.4,
119,0,1,24.0,0.0,0,65.6344,1,1,0,0,0.41346153846153844,1.0,0.0,
120,0,3,2.5,2.5,0,31.275,0,0,0,1,0.0,0.4765031751642431,1.0,
121,0,2,21.0,2.0,0,65.6344,1,0,0,1,0.3557692307692308,1.0,0.8,
122,0,3,28.0,0.0,0,8.05,1,0,0,1,0.49038461538461536,0.12264909864339434,0.0,
123,0,2,32.5,1.0,0,30.0708,1,1,0,0,0.5769230769230769,0.4581560888802213,0.4,
124,1,2,32.5,0.0,0,13.0,0,0,0,1,0.5769230769230769,0.1980668673744256,0.0,
125,0,1,54.0,0.0,0,65.6344,1,0,0,1,0.9903846153846154,1.0,0.0,
126,1,3,12.0,1.0,0,11.2417,1,1,0,0,0.18269230769230768,0.1712775617663908,0.4,
127,0,3,28.0,0.0,0,7.75,1,0,1,0,0.49038461538461536,0.11807832478090757,0.0,
128,1,3,24.0,0.0,0,7.1417,1,0,0,1,0.41346153846153844,0.10881031897907195,0.0,
129,1,3,28.0,1.0,0,22.3583,0,1,0,0,0.49038461538461536,0.3406491108321246,0.4,
130,0,3,45.0,0.0,0,6.975,1,0,0,1,0.8173076923076923,0.10627049230281681,0.0,
131,0,3,33.0,0.0,0,7.8958,1,1,0,0,0.5865384615384616,0.12029972087807614,0.0,
132,0,3,20.0,0.0,0,7.05,1,0,0,1,0.33653846153846156,0.1074131857684385,0.0,
133,0,3,47.0,1.0,0,14.5,0,0,0,1,0.8557692307692307,0.22092073668685933,0.4,
134,1,2,29.0,1.0,0,26.0,0,0,0,1,0.5096153846153846,0.3961337347488512,0.4,
135,0,2,25.0,0.0,0,13.0,1,0,0,1,0.4326923076923077,0.1980668673744256,0.0,
136,0,2,23.0,0.0,0,15.0458,1,1,0,0,0.3942307692307692,0.2292364979340102,0.0,
137,1,1,19.0,0.0,0,26.2833,0,0,0,1,0.3173076923076923,0.4004500688663262,0.0,
138,0,1,37.0,1.0,0,53.1,1,0,0,1,0.6634615384615384,0.8090269736601539,0.4,
139,0,3,16.0,0.0,0,9.2167,1,0,0,1,0.25961538461538464,0.14042483819460527,0.0,
140,0,1,24.0,0.0,0,65.6344,1,1,0,0,0.41346153846153844,1.0,0.0,
141,0,3,28.0,0.0,0,15.2458,0,1,0,0,0.49038461538461536,0.23228368050900136,0.0,
142,1,3,22.0,0.0,0,7.75,0,0,0,1,0.375,0.11807832478090757,0.0,
143,1,3,24.0,1.0,0,15.85,0,0,0,1,0.41346153846153844,0.24148921906804968,0.4,
144,0,3,19.0,0.0,0,6.75,1,0,1,0,0.3173076923076923,0.10284241190595175,0.0,
145,0,2,18.0,0.0,0,11.5,1,0,0,1,0.2980769230769231,0.1752129980619919,0.0,
146,0,2,19.0,1.0,0,36.75,1,0,0,1,0.3173076923076923,0.5599197981546262,0.4,
147,1,3,27.0,0.0,0,7.7958,1,0,0,1,0.47115384615384615,0.11877612959058055,0.0,
148,0,3,9.0,2.0,0,34.375,0,0,0,1,0.125,0.5237345050766061,0.8,
149,0,2,36.5,0.0,0,26.0,1,0,0,1,0.6538461538461539,0.3961337347488512,0.0,
150,0,2,42.0,0.0,0,13.0,1,0,0,1,0.7596153846153846,0.1980668673744256,0.0,
151,0,2,51.0,0.0,0,12.525,1,0,0,1,0.9326923076923077,0.1908298087588216,0.0,
152,1,1,22.0,1.0,0,65.6344,0,0,0,1,0.375,1.0,0.4,
153,0,3,54.5,0.0,0,8.05,1,0,0,1,1.0,0.12264909864339434,0.0,
154,0,3,40.5,0.0,0,14.5,1,0,0,1,0.7307692307692307,0.22092073668685933,0.0,
155,0,3,28.0,0.0,0,7.3125,1,0,0,1,0.49038461538461536,0.11141261289811441,0.0,
156,0,1,51.0,0.0,0,61.3792,1,1,0,0,0.9326923076923077,0.935168143534488,0.0,
157,1,3,16.0,0.0,0,7.7333,0,0,1,0,0.25961538461538464,0.1178238850358958,0.0,
158,0,3,30.0,0.0,0,8.05,1,0,0,1,0.5288461538461539,0.12264909864339434,0.0,
159,0,3,28.0,0.0,0,8.6625,1,0,0,1,0.49038461538461536,0.13198109527930474,0.0,
160,0,3,28.0,2.5,0,65.6344,1,0,0,1,0.49038461538461536,1.0,1.0,
161,0,3,44.0,0.0,0,16.1,1,0,0,1,0.7980769230769231,0.24529819728678867,0.0,
162,1,2,40.0,0.0,0,15.75,0,0,0,1,0.7211538461538461,0.2399656277805541,0.0,
163,0,3,26.0,0.0,0,7.775,1,0,0,1,0.4519230769230769,0.11845922260278148,0.0,
164,0,3,17.0,0.0,0,8.6625,1,0,0,1,0.27884615384615385,0.13198109527930474,0.0,
165,0,3,2.5,2.5,0,39.6875,1,0,0,1,0.0,0.604675292224809,1.0,
166,1,3,9.0,0.0,0,20.525,1,0,0,1,0.125,0.3127171117584681,0.0,
167,1,1,28.0,0.0,0,55.0,0,0,0,1,0.49038461538461536,0.8379752081225699,0.0,
168,0,3,45.0,1.0,0,27.9,0,0,0,1,0.8173076923076923,0.42508196921126723,0.4,
169,0,1,28.0,0.0,0,25.925,1,0,0,1,0.49038461538461536,0.39499104128322954,0.0,
170,0,3,28.0,0.0,0,56.4958,1,0,0,1,0.49038461538461536,0.8607650866009289,0.0,
171,0,1,54.5,0.0,0,33.5,1,0,0,1,1.0,0.5104030813110199,0.0,
172,0,3,4.0,2.5,0,29.125,1,0,1,0,0.028846153846153848,0.4437459624830881,1.0,
173,1,3,2.5,1.0,0,11.1333,0,0,0,1,0.0,0.1696259888107456,0.4,
174,0,3,21.0,0.0,0,7.925,1,0,0,1,0.3557692307692308,0.12074460953402484,0.0,
175,0,1,54.5,0.0,0,30.6958,1,1,0,0,1.0,0.4676785344270687,0.0,
176,0,3,18.0,1.0,0,7.8542,1,0,0,1,0.2980769230769231,0.11966590690247797,0.4,
177,0,3,28.0,2.5,0,25.4667,1,0,0,1,0.49038461538461536,0.3880084224126373,1.0,
178,0,1,50.0,0.0,0,28.7125,0,1,0,0,0.9134615384615384,0.4374611484221688,0.0,
179,0,2,30.0,0.0,0,13.0,1,0,0,1,0.5288461538461539,0.1980668673744256,0.0,
180,0,3,36.0,0.0,0,0.0,1,0,0,1,0.6442307692307693,0.0,0.0,
181,0,3,28.0,2.5,0,65.6344,0,0,0,1,0.49038461538461536,1.0,1.0,
182,0,2,28.0,0.0,0,15.05,1,1,0,0,0.49038461538461536,0.22930048876808504,0.0,
183,0,3,9.0,2.5,0,31.3875,1,0,0,1,0.125,0.47821721536267564,1.0,
184,1,2,2.5,2.0,0,39.0,1,0,0,1,0.0,0.5942006021232769,0.8,
185,1,3,4.0,0.0,0,22.025,0,0,0,1,0.028846153846153848,0.33557098107090183,0.0,
186,0,1,28.0,0.0,0,50.0,1,0,0,1,0.49038461538461536,0.7617956437477909,0.0,
187,1,3,28.0,1.0,0,15.5,0,0,1,0,0.49038461538461536,0.23615664956181515,0.4,
188,1,1,45.0,0.0,0,26.55,1,0,0,1,0.8173076923076923,0.40451348683007693,0.0,
189,0,3,40.0,1.0,0,15.5,1,0,1,0,0.7211538461538461,0.23615664956181515,0.4,
190,0,3,36.0,0.0,0,7.8958,1,0,0,1,0.6442307692307693,0.12029972087807614,0.0,
191,1,2,32.0,0.0,0,13.0,0,0,0,1,0.5673076923076923,0.1980668673744256,0.0,
192,0,2,19.0,0.0,0,13.0,1,0,0,1,0.3173076923076923,0.1980668673744256,0.0,
193,1,3,19.0,1.0,0,7.8542,0,0,0,1,0.3173076923076923,0.11966590690247797,0.4,
194,1,2,3.0,1.0,0,26.0,1,0,0,1,0.009615384615384616,0.3961337347488512,0.4,
195,1,1,44.0,0.0,0,27.7208,0,1,0,0,0.7980769230769231,0.4223516936240752,0.0,
196,1,1,54.5,0.0,0,65.6344,0,1,0,0,1.0,1.0,0.0,
197,0,3,28.0,0.0,0,7.75,1,0,1,0,0.49038461538461536,0.11807832478090757,0.0,
198,0,3,42.0,0.0,0,8.4042,1,0,0,1,0.7596153846153846,0.12804565898370365,0.0,
199,1,3,28.0,0.0,0,7.75,0,0,1,0,0.49038461538461536,0.11807832478090757,0.0,
200,0,2,24.0,0.0,0,13.0,0,0,0,1,0.41346153846153844,0.1980668673744256,0.0,
201,0,3,28.0,0.0,0,9.5,1,0,0,1,0.49038461538461536,0.14474117231208025,0.0,
202,0,3,28.0,2.5,0,65.6344,1,0,0,1,0.49038461538461536,1.0,1.0,
203,0,3,34.0,0.0,0,6.4958,1,0,0,1,0.6057692307692307,0.098969442853138,0.0,
204,0,3,45.5,0.0,0,7.225,1,1,0,0,0.8269230769230769,0.11007947052155577,0.0,
205,1,3,18.0,0.0,0,8.05,1,0,0,1,0.2980769230769231,0.12264909864339434,0.0,
206,0,3,2.5,0.0,0,10.4625,0,0,0,1,0.0,0.15940573845422523,0.0,
207,0,3,32.0,1.0,0,15.85,1,0,0,1,0.5673076923076923,0.24148921906804968,0.4,
208,1,3,26.0,0.0,0,18.7875,1,1,0,0,0.4519230769230769,0.2862447131382324,0.0,
209,1,3,16.0,0.0,0,7.75,0,0,1,0,0.25961538461538464,0.11807832478090757,0.0,
210,1,1,40.0,0.0,0,31.0,1,1,0,0,0.7211538461538461,0.4723132991236303,0.0,
211,0,3,24.0,0.0,0,7.05,1,0,0,1,0.41346153846153844,0.1074131857684385,0.0,
212,1,2,35.0,0.0,0,21.0,0,0,0,1,0.625,0.31995417037407214,0.0,
213,0,3,22.0,0.0,0,7.25,1,0,0,1,0.375,0.11046036834342966,0.0,
214,0,2,30.0,0.0,0,13.0,1,0,0,1,0.5288461538461539,0.1980668673744256,0.0,
215,0,3,28.0,1.0,0,7.75,1,0,1,0,0.49038461538461536,0.11807832478090757,0.4,
216,1,1,31.0,1.0,0,65.6344,0,1,0,0,0.5480769230769231,1.0,0.4,
217,1,3,27.0,0.0,0,7.925,0,0,0,1,0.47115384615384615,0.12074460953402484,0.0,
218,0,2,42.0,1.0,0,27.0,1,0,0,1,0.7596153846153846,0.411369647623807,0.4,
219,1,1,32.0,0.0,0,65.6344,0,1,0,0,0.5673076923076923,1.0,0.0,
220,0,2,30.0,0.0,0,10.5,1,0,0,1,0.5288461538461539,0.15997708518703607,0.0,
221,1,3,16.0,0.0,0,8.05,1,0,0,1,0.25961538461538464,0.12264909864339434,0.0,
222,0,2,27.0,0.0,0,13.0,1,0,0,1,0.47115384615384615,0.1980668673744256,0.0,
223,0,3,51.0,0.0,0,8.05,1,0,0,1,0.9326923076923077,0.12264909864339434,0.0,
224,0,3,28.0,0.0,0,7.8958,1,0,0,1,0.49038461538461536,0.12029972087807614,0.0,
225,1,1,38.0,1.0,0,65.6344,1,0,0,1,0.6826923076923077,1.0,0.4,
226,0,3,22.0,0.0,0,9.35,1,0,0,1,0.375,0.14245578538083686,0.0,
227,1,2,19.0,0.0,0,10.5,1,0,0,1,0.3173076923076923,0.15997708518703607,0.0,
228,0,3,20.5,0.0,0,7.25,1,0,0,1,0.34615384615384615,0.11046036834342966,0.0,
229,0,2,18.0,0.0,0,13.0,1,0,0,1,0.2980769230769231,0.1980668673744256,0.0,
230,0,3,28.0,2.5,0,25.4667,0,0,0,1,0.49038461538461536,0.3880084224126373,1.0,
231,1,1,35.0,1.0,0,65.6344,0,0,0,1,0.625,1.0,0.4,
232,0,3,29.0,0.0,0,7.775,1,0,0,1,0.5096153846153846,0.11845922260278148,0.0,
233,0,2,54.5,0.0,0,13.5,1,0,0,1,1.0,0.2056848238119035,0.0,
234,1,3,5.0,2.5,0,31.3875,0,0,0,1,0.04807692307692308,0.47821721536267564,1.0,
235,0,2,24.0,0.0,0,10.5,1,0,0,1,0.41346153846153844,0.15997708518703607,0.0,
236,0,3,28.0,0.0,0,7.55,0,0,0,1,0.49038461538461536,0.11503114220591641,0.0,
237,0,2,44.0,1.0,0,26.0,1,0,0,1,0.7980769230769231,0.3961337347488512,0.4,
238,1,2,8.0,0.0,0,26.25,0,0,0,1,0.10576923076923077,0.39994271296759015,0.0,
239,0,2,19.0,0.0,0,10.5,1,0,0,1,0.3173076923076923,0.15997708518703607,0.0,
240,0,2,33.0,0.0,0,12.275,1,0,0,1,0.5865384615384616,0.18702083054008264,0.0,
241,0,3,28.0,1.0,0,14.4542,0,1,0,0,0.49038461538461536,0.22022293187718636,0.4,
242,1,3,28.0,1.0,0,15.5,0,0,1,0,0.49038461538461536,0.23615664956181515,0.4,
243,0,2,29.0,0.0,0,10.5,1,0,0,1,0.5096153846153846,0.15997708518703607,0.0,
244,0,3,22.0,0.0,0,7.125,1,0,0,1,0.375,0.1085558792340602,0.0,
245,0,3,30.0,0.0,0,7.225,1,1,0,0,0.5288461538461539,0.11007947052155577,0.0,
246,0,1,44.0,2.0,0,65.6344,1,0,1,0,0.7980769230769231,1.0,0.8,
247,0,3,25.0,0.0,0,7.775,0,0,0,1,0.4326923076923077,0.11845922260278148,0.0,
248,1,2,24.0,0.0,0,14.5,0,0,0,1,0.41346153846153844,0.22092073668685933,0.0,
249,1,1,37.0,1.0,0,52.5542,1,0,0,1,0.6634615384615384,0.8007112124130029,0.4,
250,0,2,54.0,1.0,0,26.0,1,0,0,1,0.9903846153846154,0.3961337347488512,0.4,
251,0,3,28.0,0.0,0,7.25,1,0,0,1,0.49038461538461536,0.11046036834342966,0.0,
252,0,3,29.0,1.0,0,10.4625,0,0,0,1,0.5096153846153846,0.15940573845422523,0.4,
253,0,1,54.5,0.0,0,26.55,1,0,0,1,1.0,0.40451348683007693,0.0,
254,0,3,30.0,1.0,0,16.1,1,0,0,1,0.5288461538461539,0.24529819728678867,0.4,
255,0,3,41.0,0.0,0,20.2125,0,0,0,1,0.7403846153846154,0.3079558889850444,0.0,
256,1,3,29.0,0.0,0,15.2458,0,1,0,0,0.5096153846153846,0.23228368050900136,0.0,
257,1,1,28.0,0.0,0,65.6344,0,1,0,0,0.49038461538461536,1.0,0.0,
258,1,1,30.0,0.0,0,65.6344,0,0,0,1,0.5288461538461539,1.0,0.0,
259,1,1,35.0,0.0,0,65.6344,0,1,0,0,0.625,1.0,0.0,
260,1,2,50.0,0.0,0,26.0,0,0,0,1,0.9134615384615384,0.3961337347488512,0.0,
261,0,3,28.0,0.0,0,7.75,1,0,1,0,0.49038461538461536,0.11807832478090757,0.0,
262,1,3,3.0,2.5,0,31.3875,1,0,0,1,0.009615384615384616,0.47821721536267564,1.0,
263,0,1,52.0,1.0,0,65.6344,1,0,0,1,0.9519230769230769,1.0,0.4,
264,0,1,40.0,0.0,0,0.0,1,0,0,1,0.7211538461538461,0.0,0.0,
265,0,3,28.0,0.0,0,7.75,0,0,1,0,0.49038461538461536,0.11807832478090757,0.0,
266,0,2,36.0,0.0,0,10.5,1,0,0,1,0.6442307692307693,0.15997708518703607,0.0,
267,0,3,16.0,2.5,0,39.6875,1,0,0,1,0.25961538461538464,0.604675292224809,1.0,
268,1,3,25.0,1.0,0,7.775,1,0,0,1,0.4326923076923077,0.11845922260278148,0.4,
269,1,1,54.5,0.0,0,65.6344,0,0,0,1,1.0,1.0,0.0,
270,1,1,35.0,0.0,0,65.6344,0,0,0,1,0.625,1.0,0.0,
271,0,1,28.0,0.0,0,31.0,1,0,0,1,0.49038461538461536,0.4723132991236303,0.0,
272,1,3,25.0,0.0,0,0.0,1,0,0,1,0.4326923076923077,0.0,0.0,
273,1,2,41.0,0.0,0,19.5,0,0,0,1,0.7403846153846154,0.2971003010616384,0.0,
274,0,1,37.0,0.0,0,29.7,1,1,0,0,0.6634615384615384,0.4525066123861877,0.0,
275,1,3,28.0,0.0,0,7.75,0,0,1,0,0.49038461538461536,0.11807832478090757,0.0,
276,1,1,54.5,1.0,0,65.6344,0,0,0,1,1.0,1.0,0.4,
